Id,CourseName,CategoryId,SubCategoryId,Duration,Campus,MaxBacklogsAllowed,AppFeeWaiverAvailable,ApplicationFee,TutionFee,ApplicationFeeAmt,WithoutEnglishProficiency,WithoutMaths,IsStemCourse,ScholarshipAvailable,InternshipAvailable,ScholarshipDeatil,UniversityId,universityName,universityCity,universityState,Currency,USNewsRanking,QSRanking,PteScore,PteNoSectionLessThan,IeltsOverall,IeltsNoBandLessThan,Remarks,TuitionFeeAUD,EntryRequirementTwelfthOutOf100,EntryRequirementTwelfthOutOf45,EntryRequirementTwelfthOutOf10,EntryRequirementTwelfthOutOf7,EntryRequirementTwelfthOutOf5,EntryRequirementTwelfthOutOf4,ToeflRequired,PteRequired,DisplayIntakes,CBSE_RequiredScore
198667,Bachelor of Engineering (Civil) (Honours) majoring in Mining Engineering,7,79,48,Adelaide,0,0,AUD 150,AUD 52300.00/Year,150,0,1,1,0,0,https://adelaideuni.edu.au/study/scholarships/,1680,Adelaide University,Not specified,South Australia,AU$,99,82,64,60,6.5,6,"Sponsors and income: - • 2 to 3 sponsors preferred with income range INR 12,00,000 to INR 15,00,000 depending on profile; 3 years ITRs with computation sheets mandatory and all income sources must be independently verifiable and consistent.
Proof of income and funds: - • Applicants must show genuine access to at least one year of tuition, living and travel funds through Nationalised Bank with clear accumulation trail. Genuineness checks: - • Genuine Student Requirement applies with strict assessment of visa responses, risk factors, and financial consistency; higher scrutiny for Gujarat, Haryana and Punjab, with interview and document verification at university discretion. Loan Readiness: - •Loans from CREDILA or any other NBFC will not be accepted. For more course related information, Please visit the university website.
",52300,80,36,8,5.6,4,3.2,0,1,"['Feb', 'Jul']",
198664,Bachelor of Engineering (Civil) (Honours) majoring in Structural Engineering,7,54,48,Adelaide,0,0,AUD 150,AUD 52300.00/Year,150,0,1,1,0,0,https://adelaideuni.edu.au/study/scholarships/,1680,Adelaide University,Not specified,South Australia,AU$,99,82,64,60,6.5,6,"Sponsors and income: - • 2 to 3 sponsors preferred with income range INR 12,00,000 to INR 15,00,000 depending on profile; 3 years ITRs with computation sheets mandatory and all income sources must be independently verifiable and consistent.
Proof of income and funds: - • Applicants must show genuine access to at least one year of tuition, living and travel funds through Nationalised Bank with clear accumulation trail. Genuineness checks: - • Genuine Student Requirement applies with strict assessment of visa responses, risk factors, and financial consistency; higher scrutiny for Gujarat, Haryana and Punjab, with interview and document verification at university discretion. Loan Readiness: - •Loans from CREDILA or any other NBFC will not be accepted. For more course related information, Please visit the university website.
",52300,80,36,8,5.6,4,3.2,0,1,"['Feb', 'Jul']",
202777,Bachelor of Engineering (Electrical and Electronic) (Honours),7,63,48,Moreton Bay,0,0,Not specified,,0,0,1,1,0,0,,1761,"University of the Sunshine Coast Australia, Sunshine Coast",Sunshine Coast,Queensland,AU$,1048,1001,50,50,6,5.5,Please visit the university website for more information.,32420,60,27,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
198665,Bachelor of Engineering (Electrical and Electronic) (Honours),7,63,48,Adelaide,0,0,AUD 150,AUD 52300.00/Year,150,0,1,1,0,0,https://adelaideuni.edu.au/study/scholarships/,1680,Adelaide University,Not specified,South Australia,AU$,99,82,64,60,6.5,6,"Sponsors and income: - • 2 to 3 sponsors preferred with income range INR 12,00,000 to INR 15,00,000 depending on profile; 3 years ITRs with computation sheets mandatory and all income sources must be independently verifiable and consistent.
Proof of income and funds: - • Applicants must show genuine access to at least one year of tuition, living and travel funds through Nationalised Bank with clear accumulation trail. Genuineness checks: - • Genuine Student Requirement applies with strict assessment of visa responses, risk factors, and financial consistency; higher scrutiny for Gujarat, Haryana and Punjab, with interview and document verification at university discretion. Loan Readiness: - •Loans from CREDILA or any other NBFC will not be accepted. For more course related information, Please visit the university website.
",52300,80,36,8,5.6,4,3.2,0,1,"['Feb', 'Jul']",
220423,Bachelor of Engineering (Electrical) (Honours),7,"63,64",36,Adelaide,0,0,AUD 150.0,AUD 54900.00/Year,150,0,0,0,0,0,https://adelaideuni.edu.au/study/scholarships/,1680,Adelaide University,Not specified,South Australia,AUD ,99,82,58,50,6.5,6,"Sponsors and income: - • 2 to 3 sponsors preferred with income range INR 12,00,000 to INR 15,00,000 depending on profile; 3 years ITRs with computation sheets mandatory and all income sources must be independently verifiable and consistent.
Proof of income and funds: - • Applicants must show genuine access to at least one year of tuition, living and travel funds through Nationalised Bank with clear accumulation trail. Genuineness checks: - • Genuine Student Requirement applies with strict assessment of visa responses, risk factors, and financial consistency; higher scrutiny for Gujarat, Haryana and Punjab, with interview and document verification at university discretion. Loan Readiness: - •Loans from CREDILA or any other NBFC will not be accepted. For more course related information, Please visit the university website.",54900,80,36,8,5.6,4,3.2,0,1,"['Feb', 'Jul']",
198669,Bachelor of Engineering (Environmental) (Honours),7,68,48,Adelaide,0,0,AUD 150,AUD 52300.00/Year,150,0,1,1,0,0,https://adelaideuni.edu.au/study/scholarships/,1680,Adelaide University,Not specified,South Australia,AU$,99,82,64,60,6.5,6,"Sponsors and income: - • 2 to 3 sponsors preferred with income range INR 12,00,000 to INR 15,00,000 depending on profile; 3 years ITRs with computation sheets mandatory and all income sources must be independently verifiable and consistent.
Proof of income and funds: - • Applicants must show genuine access to at least one year of tuition, living and travel funds through Nationalised Bank with clear accumulation trail. Genuineness checks: - • Genuine Student Requirement applies with strict assessment of visa responses, risk factors, and financial consistency; higher scrutiny for Gujarat, Haryana and Punjab, with interview and document verification at university discretion. Loan Readiness: - •Loans from CREDILA or any other NBFC will not be accepted. For more course related information, Please visit the university website.
",52300,80,36,8,5.6,4,3.2,0,1,"['Feb', 'Jul']",
197815,Bachelor of Engineering Honours,7,56,48,Perth,0,0,Not specified,,0,0,1,1,0,0,https://www.murdoch.edu.au/study/scholarships/scholarship-finder,1683,"Murdoch University, Perth",Perth,Western Australia,AU$,510,423,58,56,6.5,6,"IELTS -  Overall 6.5, 6.5 Reading, 6.5 Writing, 6.5 Speaking, 6.5 Listening
PTE -58 Overall, 60 Reading, 58 Writing, 53 Speaking, 56 Listening
Recommended ATAR Subjects - Chemistry, Mathematics Methods, Mathematics Specialist, Physics",34320,65,29.25,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
197816,Bachelor of Engineering Honours (Electrical and Renewable Energy),"7,8","56,88",48,Perth,0,0,Not specified,,0,0,1,1,0,0,https://www.murdoch.edu.au/study/scholarships/scholarship-finder,1683,"Murdoch University, Perth",Perth,Western Australia,AU$,510,423,58,56,6.5,6,"IELTS -  Overall 6.5, 6.5 Reading, 6.5 Writing, 6.5 Speaking, 6.5 Listening
PTE -58 Overall, 60 Reading, 58 Writing, 53 Speaking, 56 Listening
Recommended ATAR Subjects - Chemistry, Mathematics Methods, Mathematics Specialist, Physics",34320,65,29.25,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
197818,Bachelor of Engineering Honours (Environmental Engineering),7,68,48,Perth,0,0,Not specified,,0,0,1,1,0,0,https://www.murdoch.edu.au/study/scholarships/scholarship-finder,1683,"Murdoch University, Perth",Perth,Western Australia,AU$,510,423,58,56,6.5,6,"IELTS -  Overall 6.5, 6.5 Reading, 6.5 Writing, 6.5 Speaking, 6.5 Listening
PTE -58 Overall, 60 Reading, 58 Writing, 53 Speaking, 56 Listening
Recommended ATAR Subjects - Chemistry, Mathematics Methods, Mathematics Specialist, Physics",34320,65,29.25,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
197817,Bachelor of Engineering Honours (Industrial Control and Automation Engineering),7,69,48,Perth,0,0,Not specified,,0,0,1,1,0,0,https://www.murdoch.edu.au/study/scholarships/scholarship-finder,1683,"Murdoch University, Perth",Perth,Western Australia,AU$,510,423,58,56,6.5,6,"IELTS -  Overall 6.5, 6.5 Reading, 6.5 Writing, 6.5 Speaking, 6.5 Listening
PTE -58 Overall, 60 Reading, 58 Writing, 53 Speaking, 56 Listening
Recommended ATAR Subjects - Chemistry, Mathematics Methods, Mathematics Specialist, Physics",34320,65,29.25,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
202778,Bachelor of Engineering (Mechanical) (Honours),7,76,48,"Sunshine Coast, Moreton Bay",0,0,Not specified,,0,0,1,1,0,0,,1761,"University of the Sunshine Coast Australia, Sunshine Coast",Sunshine Coast,Queensland,AU$,1048,1001,50,50,6,5.5,Please visit the university website for more information.,32420,60,27,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
198671,Bachelor of Engineering (Mechanical) (Honours),7,76,48,Adelaide,0,0,AUD 150,AUD 52300.00/Year,150,0,1,1,0,0,https://adelaideuni.edu.au/study/scholarships/,1680,Adelaide University,Not specified,South Australia,AU$,99,82,64,60,6.5,6,"Sponsors and income: - • 2 to 3 sponsors preferred with income range INR 12,00,000 to INR 15,00,000 depending on profile; 3 years ITRs with computation sheets mandatory and all income sources must be independently verifiable and consistent.
Proof of income and funds: - • Applicants must show genuine access to at least one year of tuition, living and travel funds through Nationalised Bank with clear accumulation trail. Genuineness checks: - • Genuine Student Requirement applies with strict assessment of visa responses, risk factors, and financial consistency; higher scrutiny for Gujarat, Haryana and Punjab, with interview and document verification at university discretion. Loan Readiness: - •Loans from CREDILA or any other NBFC will not be accepted. For more course related information, Please visit the university website.
",52300,80,36,8,5.6,4,3.2,0,1,"['Feb', 'Jul']",
198672,Bachelor of Engineering (Mechanical) (Honours) majoring in Aerospace Engineering,7,55,48,Adelaide,0,0,AUD 150,AUD 52300.00/Year,150,0,1,1,0,0,https://adelaideuni.edu.au/study/scholarships/,1680,Adelaide University,Not specified,South Australia,AU$,99,82,64,60,6.5,6,"Sponsors and income: - • 2 to 3 sponsors preferred with income range INR 12,00,000 to INR 15,00,000 depending on profile; 3 years ITRs with computation sheets mandatory and all income sources must be independently verifiable and consistent.
Proof of income and funds: - • Applicants must show genuine access to at least one year of tuition, living and travel funds through Nationalised Bank with clear accumulation trail. Genuineness checks: - • Genuine Student Requirement applies with strict assessment of visa responses, risk factors, and financial consistency; higher scrutiny for Gujarat, Haryana and Punjab, with interview and document verification at university discretion. Loan Readiness: - •Loans from CREDILA or any other NBFC will not be accepted. For more course related information, Please visit the university website.
",52300,80,36,8,5.6,4,3.2,0,1,"['Feb', 'Jul']",
198673,Bachelor of Engineering (Mechanical) (Honours) majoring in Energy Resources Engineering,7,66,48,Adelaide,0,0,AUD 150,AUD 52300.00/Year,150,0,1,1,0,0,https://adelaideuni.edu.au/study/scholarships/,1680,Adelaide University,Not specified,South Australia,AU$,99,82,64,60,6.5,6,"Sponsors and income: - • 2 to 3 sponsors preferred with income range INR 12,00,000 to INR 15,00,000 depending on profile; 3 years ITRs with computation sheets mandatory and all income sources must be independently verifiable and consistent.
Proof of income and funds: - • Applicants must show genuine access to at least one year of tuition, living and travel funds through Nationalised Bank with clear accumulation trail. Genuineness checks: - • Genuine Student Requirement applies with strict assessment of visa responses, risk factors, and financial consistency; higher scrutiny for Gujarat, Haryana and Punjab, with interview and document verification at university discretion. Loan Readiness: - •Loans from CREDILA or any other NBFC will not be accepted. For more course related information, Please visit the university website.
",52300,80,36,8,5.6,4,3.2,0,1,"['Feb', 'Jul']",
198674,Bachelor of Engineering (Mechanical) (Honours) majoring in Mechatronics and Robotics,7,77,48,Adelaide,0,0,AUD 150,AUD 52300.00/Year,150,0,1,1,0,0,https://adelaideuni.edu.au/study/scholarships/,1680,Adelaide University,Not specified,South Australia,AU$,99,82,64,60,6.5,6,"Sponsors and income: - • 2 to 3 sponsors preferred with income range INR 12,00,000 to INR 15,00,000 depending on profile; 3 years ITRs with computation sheets mandatory and all income sources must be independently verifiable and consistent.
Proof of income and funds: - • Applicants must show genuine access to at least one year of tuition, living and travel funds through Nationalised Bank with clear accumulation trail. Genuineness checks: - • Genuine Student Requirement applies with strict assessment of visa responses, risk factors, and financial consistency; higher scrutiny for Gujarat, Haryana and Punjab, with interview and document verification at university discretion. Loan Readiness: - •Loans from CREDILA or any other NBFC will not be accepted. For more course related information, Please visit the university website.
",52300,80,36,8,5.6,4,3.2,0,1,"['Feb', 'Jul']",
198675,Bachelor of Engineering (Mechanical) (Honours) majoring in Mining Engineering,7,79,48,Adelaide,0,0,AUD 150,AUD 52300.00/Year,150,0,1,1,0,0,https://adelaideuni.edu.au/study/scholarships/,1680,Adelaide University,Not specified,South Australia,AU$,99,82,64,60,6.5,6,"Sponsors and income: - • 2 to 3 sponsors preferred with income range INR 12,00,000 to INR 15,00,000 depending on profile; 3 years ITRs with computation sheets mandatory and all income sources must be independently verifiable and consistent.
Proof of income and funds: - • Applicants must show genuine access to at least one year of tuition, living and travel funds through Nationalised Bank with clear accumulation trail. Genuineness checks: - • Genuine Student Requirement applies with strict assessment of visa responses, risk factors, and financial consistency; higher scrutiny for Gujarat, Haryana and Punjab, with interview and document verification at university discretion. Loan Readiness: - •Loans from CREDILA or any other NBFC will not be accepted. For more course related information, Please visit the university website.
",52300,80,36,8,5.6,4,3.2,0,1,"['Feb', 'Jul']",
202779,Bachelor of Engineering (Mechatronic) (Honours),7,77,48,Moreton Bay,0,0,Not specified,,0,0,1,1,0,0,,1761,"University of the Sunshine Coast Australia, Sunshine Coast",Sunshine Coast,Queensland,AU$,1048,1001,50,50,6,5.5,Please visit the university website for more information.,32420,60,27,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
197811,Bachelor of Engineering Technology,7,56,36,Perth,0,0,Not specified,,0,0,1,1,0,0,https://www.murdoch.edu.au/study/scholarships/scholarship-finder,1683,"Murdoch University, Perth",Perth,Western Australia,AU$,510,423,58,56,6.5,6,"IELTS -  Overall 6.5, 6.5 Reading, 6.5 Writing, 6.5 Speaking, 6.5 Listening
PTE -58 Overall, 60 Reading, 58 Writing, 53 Speaking, 56 Listening
Recommended ATAR Subjects - Chemistry, Mathematics Methods, Mathematics Specialist, Physics",34320,65,29.25,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
197813,Bachelor of Engineering Technology (Electrical and Renewable Energy Engineering),7,88,36,Perth,0,0,Not specified,,0,0,1,1,0,0,https://www.murdoch.edu.au/study/scholarships/scholarship-finder,1683,"Murdoch University, Perth",Perth,Western Australia,AU$,510,423,58,56,6.5,6,"IELTS -  Overall 6.5, 6.5 Reading, 6.5 Writing, 6.5 Speaking, 6.5 Listening
PTE -58 Overall, 60 Reading, 58 Writing, 53 Speaking, 56 Listening
Recommended ATAR Subjects - Chemistry, Mathematics Methods, Mathematics Specialist, Physics",34320,65,29.25,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
197814,Bachelor of Engineering Technology (Environmental Engineering),7,68,36,Perth,0,0,Not specified,,0,0,1,1,0,0,https://www.murdoch.edu.au/study/scholarships/scholarship-finder,1683,"Murdoch University, Perth",Perth,Western Australia,AU$,510,423,58,56,6.5,6,"IELTS -  Overall 6.5, 6.5 Reading, 6.5 Writing, 6.5 Speaking, 6.5 Listening
PTE -58 Overall, 60 Reading, 58 Writing, 53 Speaking, 56 Listening
Recommended ATAR Subjects - Chemistry, Mathematics Methods, Mathematics Specialist, Physics",34320,65,29.25,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
197812,Bachelor of Engineering Technology (Industrial Control and Automation Engineering),7,69,36,Perth,0,0,Not specified,,0,0,1,1,0,0,https://www.murdoch.edu.au/study/scholarships/scholarship-finder,1683,"Murdoch University, Perth",Perth,Western Australia,AU$,510,423,58,56,6.5,6,"IELTS -  Overall 6.5, 6.5 Reading, 6.5 Writing, 6.5 Speaking, 6.5 Listening
PTE -58 Overall, 60 Reading, 58 Writing, 53 Speaking, 56 Listening
Recommended ATAR Subjects - Chemistry, Mathematics Methods, Mathematics Specialist, Physics",34320,65,29.25,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
216684,Bachelor of Entrepreneurial Transformation,4,28,36,Gold Coast Campus,0,0,Not specified,AUD 50080/Year,0,0,1,0,0,0,,2029,"Bond University, Gold Coast",Gold Coast,Queensland,AUD,1030,591,58,50,6.5,6,"Tution fee is indicative and subject to change.
For more information, Please visit the university website.",50080,62,24,6.2,4.34,3.1,2.48,0,1,"['Jan', 'May', 'Sep']",
216713,Bachelor of Entrepreneurial Transformation / Bachelor of Global Studies (Sustainability),4,28,32,Gold Coast Campus,0,0,Not specified,AUD 75120/Year,0,0,1,0,0,0,,2029,"Bond University, Gold Coast",Gold Coast,Queensland,AUD,1030,591,58,50,6.5,6,"Tution fee is indicative and subject to change.
For more information, Please visit the university website.",75120,62,24,6.2,4.34,3.1,2.48,0,1,"['Jan', 'May', 'Sep']",
216688,Bachelor of Entrepreneurial Transformation/ Bachelor of Laws,4,28,44,Gold Coast Campus,0,0,Not specified,AUD 75120/Year,0,0,1,0,0,0,,2029,"Bond University, Gold Coast",Gold Coast,Queensland,AUD,1030,591,58,50,6.5,6,"Tution fee is indicative and subject to change.
For more information, Please visit the university website.",75120,62,24,6.2,4.34,3.1,2.48,0,1,"['Jan', 'May', 'Sep']",
202781,Bachelor of Environmental Management,8,87,36,"Sunshine Coast, Moreton Bay",0,0,Not specified,,0,0,1,0,0,0,,1761,"University of the Sunshine Coast Australia, Sunshine Coast",Sunshine Coast,Queensland,AU$,1048,1001,50,50,6,5.5,Please visit the university website for more information.,29990,60,27,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
202782,Bachelor of Environmental Science,8,87,36,"Sunshine Coast, Moreton Bay",0,0,Not specified,,0,0,1,0,0,0,,1761,"University of the Sunshine Coast Australia, Sunshine Coast",Sunshine Coast,Queensland,AU$,1048,1001,50,50,6,5.5,Please visit the university website for more information.,29990,60,27,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
198616,Bachelor of Exercise and Sport Science,16,156,36,Adelaide,0,0,AUD 150,AUD 48100.00/Year,150,0,1,0,0,0,https://adelaideuni.edu.au/study/scholarships/,1680,Adelaide University,Not specified,South Australia,AU$,99,82,64,60,6.5,6,"Sponsors and income: - • 2 to 3 sponsors preferred with income range INR 12,00,000 to INR 15,00,000 depending on profile; 3 years ITRs with computation sheets mandatory and all income sources must be independently verifiable and consistent.
Proof of income and funds: - • Applicants must show genuine access to at least one year of tuition, living and travel funds through Nationalised Bank with clear accumulation trail. Genuineness checks: - • Genuine Student Requirement applies with strict assessment of visa responses, risk factors, and financial consistency; higher scrutiny for Gujarat, Haryana and Punjab, with interview and document verification at university discretion. Loan Readiness: - •Loans from CREDILA or any other NBFC will not be accepted. For more course related information, Please visit the university website.
",48100,75,33.75,7.5,5.25,3.75,3,0,1,"['Feb', 'Jul']",
216704,Bachelor of Exercise and Sports Science,16,156,24,Gold Coast Campus,0,0,Not specified,AUD 71880/Year,0,0,1,0,0,0,,2029,"Bond University, Gold Coast",Gold Coast,Queensland,AUD,1030,591,65,65,7,7,"Tution fee is indicative and subject to change.
For more information, Please visit the university website.
Program prerequisites - English, General Mathematics, Chemistry, Physics, Biology, Physical Education",71880,71,28,7.1,4.97,3.55,2.84,0,1,['Jan'],
168913,Bachelor of Film,3,19,36,"Sydney, Melbourne",0,0,Not specified,AUD 23000/Year,0,0,0,0,0,0,AUD,1289,Academy of Interactive Technology (Sydney/Melbourne),Not specified,Not specified,0,182,226,50,45,6,5.5,"For more information, please visit the university website.",23000,55,24.75,5.5,3.85,2.75,2.2,0,1,"['Feb', 'May', 'Sep']",
216695,Bachelor of Film and Television,3,19,24,Gold Coast Campus,0,0,Not specified,AUD 71880/Year,0,0,1,0,0,0,,2029,"Bond University, Gold Coast",Gold Coast,Queensland,AUD,1030,591,58,50,6.5,6,"Tution fee is indicative and subject to change.
For more information, Please visit the university website.",71880,62,24,6.2,4.34,3.1,2.48,0,1,"['Jan', 'May', 'Sep']",
216696,Bachelor of Film and Television (3 Year Program),3,19,36,Gold Coast Campus,0,0,Not specified,AUD 50080/Year,0,0,1,0,0,0,,2029,"Bond University, Gold Coast",Gold Coast,Queensland,AUD,1030,591,58,50,6.5,6,"Tution fee is indicative and subject to change.
For more information, Please visit the university website.",50080,62,24,6.2,4.34,3.1,2.48,0,1,"['Jan', 'Sep']",
198233,Bachelor of Food Science and Nutrition,"9,17",98216,36,Perth,0,0,Not specified,,0,0,1,0,0,0,https://www.murdoch.edu.au/study/scholarships/scholarship-finder,1683,"Murdoch University, Perth",Perth,Western Australia,AU$,510,423,58,50,6.5,6,"IELTS -  Overall 6.5, 6.5 Reading, 6.5 Writing, 6.5 Speaking, 6.5 Listening
PTE -58 Overall, 60 Reading, 58 Writing, 53 Speaking, 56 Listening",39240,65,29.25,6.5,4.55,3.25,2.6,0,0,"['Feb', 'Jul']",
168917,Bachelor of Game Design,5,207,36,"Sydney, Melbourne",0,0,Not specified,AUD 23000/Year,0,0,0,0,0,0,AUD,1289,Academy of Interactive Technology (Sydney/Melbourne),Not specified,Not specified,0,182,226,50,45,6,5.5,"For more information, please visit the university website.",23000,55,24.75,5.5,3.85,2.75,2.2,0,1,"['Feb', 'May', 'Sep']",
197840,Bachelor of Global Security,3,235,36,Perth,0,0,Not specified,,0,0,1,0,0,0,https://www.murdoch.edu.au/study/scholarships/scholarship-finder,1683,"Murdoch University, Perth",Perth,Western Australia,AU$,510,423,50,50,6.5,6,"IELTS -  Overall 6.0, 6.0 Reading, 6.0 Writing, 6.0 Speaking, 6.0 Listening
PTE -50 Overall, 53 Reading, 54 Writing, 50 Speaking, 50 Listening",31920,65,29.25,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
197841,"Bachelor of Global Security (Cyberspace, Policy and Security)","3,5","235,45",36,Perth,0,0,Not specified,,0,0,1,0,0,0,https://www.murdoch.edu.au/study/scholarships/scholarship-finder,1683,"Murdoch University, Perth",Perth,Western Australia,AU$,510,423,50,50,6.5,6,"IELTS -  Overall 6.0, 6.0 Reading, 6.0 Writing, 6.0 Speaking, 6.0 Listening
PTE -50 Overall, 53 Reading, 54 Writing, 50 Speaking, 50 Listening",31920,65,29.25,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
197842,"Bachelor of Global Security (Environment, Conflict and Security)","3,8","235,87",36,Perth,0,0,Not specified,,0,0,1,0,0,0,https://www.murdoch.edu.au/study/scholarships/scholarship-finder,1683,"Murdoch University, Perth",Perth,Western Australia,AU$,510,423,50,50,6.5,6,"IELTS -  Overall 6.0, 6.0 Reading, 6.0 Writing, 6.0 Speaking, 6.0 Listening
PTE -50 Overall, 53 Reading, 54 Writing, 50 Speaking, 50 Listening",31920,65,29.25,6.5,4.55,3.25,2.6,0,1,['Feb'],
197843,Bachelor of Global Security (Politics and International Studies),3,235,36,Perth,0,0,Not specified,,0,0,1,0,0,0,https://www.murdoch.edu.au/study/scholarships/scholarship-finder,1683,"Murdoch University, Perth",Perth,Western Australia,AU$,510,423,50,50,6.5,6,"IELTS -  Overall 6.0, 6.0 Reading, 6.0 Writing, 6.0 Speaking, 6.0 Listening
PTE -50 Overall, 53 Reading, 54 Writing, 50 Speaking, 50 Listening",31920,65,29.25,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
197844,Bachelor of Global Security (Terrorism and Counterterrorism Studies),"3,18","2,35,171",36,Perth,0,0,Not specified,,0,0,1,0,0,0,https://www.murdoch.edu.au/study/scholarships/scholarship-finder,1683,"Murdoch University, Perth",Perth,Western Australia,AU$,510,423,50,50,6.5,6,"IELTS -  Overall 6.0, 6.0 Reading, 6.0 Writing, 6.0 Speaking, 6.0 Listening
PTE -50 Overall, 53 Reading, 54 Writing, 50 Speaking, 50 Listening",31920,65,29.25,6.5,4.55,3.25,2.6,0,1,"['Feb', 'Jul']",
216711,Bachelor of Global Studies (Sustainability),19,234,24,Gold Coast Campus,0,0,Not specified,AUD 71880/Year,0,0,1,0,0,0,,2029,"Bond University, Gold Coast",Gold Coast,Queensland,AUD,1030,591,58,50,6.5,6,"Tution fee is indicative and subject to change.
For more information, Please visit the university website.",71880,62,24,6.2,4.34,3.1,2.48,0,1,"['Jan', 'May', 'Sep']",
202789,Bachelor of Health Science,9,200,36,Sunshine Coast,0,0,Not specified,,0,0,1,0,0,0,,1761,"University of the Sunshine Coast Australia, Sunshine Coast",Sunshine Coast,Queensland,AU$,1048,1001,50,50,6,5.5,Please visit the university website for more information.,27900,60,27,6,4.2,3,2.4,0,1,"['Feb', 'Jul']",
216706,Bachelor of Health Sciences,9,200,24,Gold Coast Campus,0,0,Not specified,AUD 75120/Year,0,0,1,0,0,0,,2029,"Bond University, Gold Coast",Gold Coast,Queensland,AUD,1030,591,58,50,6.5,6,"Tution fee is indicative and subject to change.
For more information, Please visit the university website.",75120,71,28,7.1,4.97,3.55,2.84,0,1,"['Jan', 'May', 'Sep']",
216750,Bachelor of Health Transformation/ Bachelor of Health Sciences,9,200,36,Gold Coast Campus,0,0,Not specified,AUD 71880/Year,0,0,1,0,0,0,,2029,"Bond University, Gold Coast",Gold Coast,Queensland,AUD,1030,591,58,50,6.5,6,"Tution fee is indicative and subject to change.
For more information, Please visit the university website.",71880,62,24,6.2,4.34,3.1,2.48,0,1,['Sep'],
216708,Bachelor of Health Transformation/ Bachelor of Health Sciences,9,200,36,Gold Coast Campus,0,0,Not specified,AUD 71880/Year,0,0,1,0,0,0,,2029,"Bond University, Gold Coast",Gold Coast,Queensland,AUD,1030,591,58,50,6.5,6,"Tution fee is indicative and subject to change.
For more information, Please visit the university website.",71880,62,24,6.2,4.34,3.1,2.48,0,1,['Sep'],
198617,Bachelor of Human Movement majoring in Human Nutrition,9,98,36,Adelaide,0,0,AUD 150,AUD 48100.00/Year,150,0,1,0,0,0,https://adelaideuni.edu.au/study/scholarships/,1680,Adelaide University,Not specified,South Australia,AU$,99,82,64,60,6.5,6,"Sponsors and income: - • 2 to 3 sponsors preferred with income range INR 12,00,000 to INR 15,00,000 depending on profile; 3 years ITRs with computation sheets mandatory and all income sources must be independently verifiable and consistent.
Proof of income and funds: - • Applicants must show genuine access to at least one year of tuition, living and travel funds through Nationalised Bank with clear accumulation trail. Genuineness checks: - • Genuine Student Requirement applies with strict assessment of visa responses, risk factors, and financial consistency; higher scrutiny for Gujarat, Haryana and Punjab, with interview and document verification at university discretion. Loan Readiness: - •Loans from CREDILA or any other NBFC will not be accepted. For more course related information, Please visit the university website.
",48100,75,33.75,7.5,5.25,3.75,3,0,1,"['Feb', 'Jul']",
198618,Bachelor of Human Movement majoring in Secondary Health and Physical Education,6,206,36,Adelaide,0,0,AUD 150,AUD 48100.00/Year,150,0,1,0,0,0,https://adelaideuni.edu.au/study/scholarships/,1680,Adelaide University,Not specified,South Australia,AU$,99,82,64,60,6.5,6,"Sponsors and income: - • 2 to 3 sponsors preferred with income range INR 12,00,000 to INR 15,00,000 depending on profile; 3 years ITRs with computation sheets mandatory and all income sources must be independently verifiable and consistent.
Proof of income and funds: - • Applicants must show genuine access to at least one year of tuition, living and travel funds through Nationalised Bank with clear accumulation trail. Genuineness checks: - • Genuine Student Requirement applies with strict assessment of visa responses, risk factors, and financial consistency; higher scrutiny for Gujarat, Haryana and Punjab, with interview and document verification at university discretion. Loan Readiness: - •Loans from CREDILA or any other NBFC will not be accepted. For more course related information, Please visit the university website.
",48100,75,33.75,7.5,5.25,3.75,3,0,1,['Feb'],
